FID_1,X,Y,ID,Ni,Zn,Cr,SIGLE_PEDO,region_etm,GS
12719,97458,150427,60750/D,14.99,54.6184210526,20.3680555556,Ada0,2,4
12765,93132,149814,60923/C - PEDO6/04595,14.4,56.1052631579,28.7013888889,Ada1,2,4
12768,93132,150124,60923/F,14.7,53.6052631579,23.7013888889,Ada1,2,4
12764,92771,150318,60923/B,15.4,51.3684210526,26.0625,Ada0,2,4
12733,108649,157833,60758/D,12.31,45.3157894737,26.9305555556,Adp,2,4
12098,119000,149800,51214/23,14.7,63,,Ada1,2,4
12099,119000,149800,51214/24,,73,,Ada1,2,4
12788,98110,146410,61077/A,15.5,71.8947368421,31.1319444444,Ada0,2,4
12798,106333,154945,61158/B,,47.0263157895,29.3263888889,Ada1,2,4
12336,134076,139841,53605,1.72115384615,59,,ADa1,2,4
12581,101078,159145,60056/E,19.3,60.3157894737,29.3263888889,Adp0_1,2,4
12582,90076,148593,60056/F,17.4,65.4473684211,29.7430555556,Ada1,2,4
12799,106865,155358,61158/C,12.6,42.8157894737,24.4652777778,ADp,2,4
12797,106095,156014,61158/A,14,47.0263157895,29.3263888889,Ada1,2,4
12659,125400,145600,606,,48.3421052632,35.1212121212,Adp(c),2,4
12587,100242,157623,60083/A,19.9,55.9736842105,30.6458333333,ADp(c),2,4
12771,100626,157809,60923/H,11.8,55.0526315789,24.4652777778,ADp(c),2,4
12595,100384,158235,60101/A,13.7,82.8157894737,26.3402777778,ADp,2,4
12596,91828,147405,60101/B,29,162.815789474,46.3402777778,AFp,2,4
12772,93178,150815,60947/A,13.8,59.5263157895,26.7569444444,gAda2,2,4
12734,108705,158039,60758/E,15.15,44.3947368421,32.8472222222,EDx,2,5
12800,113343,156513,61158/D,14,47.0263157895,29.3263888889,EDx,2,5
12583,90833,148342,60056/G,,131.5,49.9513888889,Eep,2,5
12727,108447,159254,60757/B,21.03,53.4078947368,43.8194444444,EDx,2,5
12776,108100,159700,60967B,20.7,56.3684210526,31.6180555556,Lca,2,3
12362,141943,142199,54213,25.7596153846,56,,ruAbB2,2,4
12621,152244,137504,6025,17.6,51.2727272727,33.7,sLba2_3,2,3
12240,144524,138419,52635,22.875,57,,wLDx2_3,2,3
12241,144531,138410,52636,24.7980769231,55,,wLDx2_3,2,3
12626,114412,156546,60284/A,12.8,94.7894736842,28.0763888889,uLDc2_3,2,3
12100,158200,131000,51214/3,21.7,93.9,42.4432989691,wAda2_3,2,4
12781,101438,154293,60983/E,12.4,53.3421052632,21.1319444444,wLdx2,2,3
12189,139100,116900,51452/8,22.5,65.5,32.3402061856,(x)Aba,5,9
12088,148600,128600,51214/10,14.8,67,32.2371134021,Aba(b)0,5,9
12102,148300,128800,51214/6,12.8,68,25.9484536082,Aba(b)0,5,9
12089,148800,129200,51214/14,15.7,66.7,28.7319587629,Aba1,5,9
12755,147844,107771,60851/A,21.9,63.0789473684,37.4513888889,Aba(b)1,5,9
12756,147844,107771,60851/B,19.6,58.2105263158,30.1597222222,Aba(b)1,5,9
12757,147844,107771,60851/C,21.2,59.1315789474,48.1458333333,Aba(b)1,5,9
12758,147844,107771,60851/D,16.9,53.3421052632,28.2152777778,Aba(b)1,5,9
12641,163100,119060,60417,,,,Aba(b)1,5,9
12103,148400,128800,51214/7,,72,29.7628865979,Aba(b)1,5,9
12104,148000,128600,51214/8,16.2,67.1,31,Abp(c),5,9
12495,136881,116427,57102,16.062992126,54,28,Aca0,5,9
12649,164700,118650,60517,,,,ADa1,5,9
12198,164000,117400,51566/5,29.8,85,38.1134020619,Ada0,5,9
12493,137251,116271,57100,16.062992126,52,28,ADp(c),5,9
12494,137251,116271,57101,,51,28,ADp(c),5,9
12562,164620,122483,59817,,,,ADp(c),5,9
12570,165300,119100,60017,,,,ADp(c),5,9
12598,165300,119100,60117,,,,ADp(c),5,9
12111,159600,127800,51216/13,,79.5,42.6494845361,Aha0,5,9
12617,165200,118200,60217,,,,GDBf2,5,13
12633,165200,118200,60317,,,,GDBf2,5,13
12112,164175,120000,51217/1,20.2,79,36.7731958763,uAba2_3,5,9
12113,164175,120000,51217/2,20,76,36.6701030928,uAba2_3,5,9
12114,164175,120000,51217/3,,88,44.5051546392,uAba2_3,5,9
12115,164175,120000,51217/4,19.4,74,29.7628865979,uAba2_3,5,9
12116,164175,120000,51217/5,23.1,80,38.8350515464,uAba2_3,5,9
12197,164400,118000,51566/2,,64,28.1134020619,uADa2_3,5,9
12563,164908,119591,59917,,,,ADp,5,44
12182,150600,95400,5145/5,26,75,35.2268041237,Gdbfp2,10,21
12571,143595,104448,6002,,78,,Aba(b)0,8,9
12644,145780,100067,6044,,69,,Aca1,8,9
12540,151299,101453,58817,,,,AIp,8,9
12539,151557,101237,58717,,,,GbBf4,8,13
12569,144309,104056,6001,,102,,GbBp2,8,14
12642,144754,100380,6042,,45,,GbBp2,8,14
12643,144754,100380,6043,,49,,GbBp2,8,14
12640,145574,101006,6041,,61,,GbBp2,8,14
12645,145371,101000,6045,,66,,GbBp2,8,14
13430,86600,159200,91113C2009,8.34,44.7894736842,19.7628865979,(u)-Ldc2_3,1,3
13179,83000,143700,90011C,11.7,63.7368421053,12.7525773196,(x)Pba,1,3
13177,83400,144100,90011A,12.5,57.8157894737,16.2577319588,(x)Pba,1,3
13497,73322,136775,91478B-2009,7.69,64.5263157895,17.2886597938,(x)Ldc1,1,3
13212,75000,136100,90088L,5.1,27.4342105263,5.43298969072,(x)Lda1,1,3
13213,73000,137650,90088M,4.55,23.8947368421,5.25773195876,(x)Ldc0,1,3
13214,73100,137750,90088N,,21.8947368421,7.59793814433,(x)Ldc0,1,3
13215,73150,137750,90088O,4.8,26.2368421053,6.15463917526,(x)Ldc0,1,3
13216,73200,138200,90088P,,25.5789473684,6.46391752577,(x)Ldc0,1,3
13249,74250,136700,90352/A,9.61,46.5,17.4948453608,(x)Lda1,1,3
12960,88919,153916,78/006/S/ML/02/1,12,44.3947368421,25.0202020202,(x)Ldc,1,3
12916,78510,142943,718/006/S/ML/03/1,26,,25.0202020202,A/o,1,4
12864,77476,143614,70-436/B,14.74,69.3552631579,,Aba1,1,4
12966,82505,140839,785/003/S/ML/03/1,22,,19.9696969697,Aba1,1,4
13100,86679,157886,81273B-Amendement,,35.0101010101,14.0927835052,Ada,1,4
13059,75600,142200,81090A,14.7,46.7272727273,24.2989690722,Aca1,1,4
13274,89300,139850,90417B,11.6,48.4736842105,18.8350515464,Ada1,1,4
12865,77901,142914,70-436/C,16.75,65.6578947368,,Ada1,1,4
12876,77899,142918,70436/C,16.75,65.6578947368,,Ada1,1,4
13455,74753,150770,91228-C,13.7,66.1052631579,23.8865979381,Ada0,1,4
13060,75800,142200,81090C,,45.5151515152,29.4536082474,Ada1,1,4
13061,88687,150430,811,,,,Ada1,1,4
13366,75300,134900,90875/C,19.6,102.289473684,53.8865979381,Eep,1,1
12875,92340,155810,70436/A,19.03,101.131578947,,Ehp,1,1
13488,80684,155566,91427A-2009,41.8,71.3684210526,27.1855670103,Edb,1,1
13001,86000,159400,80186/B,8.5,37.5353535353,12.6494845361,Lca,1,3
13008,88630,159860,80239/D,10.1,48.1414141414,17.9072164948,Lba,1,3
13009,88740,159800,80239/E,8.54,41.8787878788,14.1958762887,Lba,1,3
12860,92176,157574,7-Mar,19.2125984252,48.3421052632,51.2828282828,Lcc0,1,3
13487,92171,157576,91427-F,8.92,54.5263157895,15.5360824742,Lcc0,1,3
13031,86911,161216,80931-A,14.2,38.9494949495,23.9896907216,Ldp,1,3
13032,86910,161220,80931/A,14.2,38.9494949495,23.9896907216,Ldp,1,3
13027,79924,155149,806/002/S/ML/04/1,11.0510204082,55.1111111111,18.407079646,Lda0,1,3
13033,89640,148500,80931/B,14.6,47.4343434343,18.5257731959,Lda1,1,3
13010,88450,160210,80239/F,16.1,39.3535353535,19.7628865979,Lba1,1,3
12870,79538,152311,70010/B,8.2,39.3947368421,,Lhc,1,3
13023,79290,152220,80365/C,7.6,37.1313131313,14.8144329897,Lhc,1,3
13024,79880,152420,80365/D,9.7,45.5151515152,20.0721649485,Lhc,1,3
13476,78800,155218,91323B-2009,19,78.8684210526,27.3917525773,lEdp2,1,1
12965,81297,136762,781/001/S/ML/00/1,13.7007874016,50.9736842105,22.1900826446,Lep,1,3
13494,87792,157389,91473B-2009,7.3,37.0263157895,12.0309278351,Ldcy,1,3
13223,87400,157600,90185B,8.65,44.3947368421,17.3917525773,Ldc,1,3
13363,87600,157600,90867T,7.52,43.2105263158,17.7010309278,Ldc,1,3
13450,90415,159293,91157-C,21.2,71.6315789474,37.8041237113,Lep,1,3
12963,89362,154070,780/010/S/ML/04/1,18,49.4545454546,26.4601769912,Ldp(c),1,3
13472,86851,160583,91290-C,8.9,40.8421052632,17.5979381443,Ldb,1,3
13021,86470,155995,80336/I-,8.9,41.0707070707,17.3917525773,Ldc1,1,3
13471,82365,157506,91290-A,8.73,44.5263157895,16.5670103093,Lcay,1,3
13022,86370,158335,80365/A,,49.7575757576,18.5257731959,Ldc,1,3
13248,88400,158300,90326/C,7,35.4473684211,8.31958762887,Ldc,1,3
13176,86545,159570,90011/E,7.75,32.0263157895,11.8453608247,Lep,1,3
13361,83700,157700,90867R,8.72,33.7368421053,16.6701030928,Ldaz,1,3
13362,83700,157700,90867S,8.41,32.1578947368,15.4329896907,Ldaz,1,3
13360,85629,155622,90867-I,11.02,79.5263157895,25.2680412371,Lcp(c),1,3
13304,86000,158400,90663,,56.7631578947,23.1649484536,Ldc,1,3
13516,84203,145500,957,,,,Pba,1,3
13237,93106,155822,903/006/S/ML/04/1,26.8775510204,117.737373737,39.2920353982,ON,1,1
13413,79185,151917,90909E,,39.7894736842,13.4742268041,Pcc,1,3
13518,84286,145636,959,,,,Pdc,1,3
12871,80910,157340,70010/C,8.1,49.7894736842,,Pcp,1,3
13485,83337,159237,91427-B,7.18,44.2631578947,14.7113402062,Pcp,1,3
13514,83993,144344,954,,,,Pcc,1,3
13517,83554,145366,958,,,,Pcc,1,3
13457,85200,159900,91228A2009,6.84,47.6842105263,13.3711340206,Pca,1,3
13458,85300,160200,91228B2009,6.74,50.1842105263,15.4329896907,Pca,1,3
13007,84430,159800,80239/C,,41.8787878788,14.4020618557,Pba,1,3
13178,83300,144400,90011B,9.23,48.6052631579,11.9278350515,Pba,1,3
12838,81091,157341,662/011/S/ML/03/1,8.1,,16.9393939394,Pba,1,3
13475,80554,156838,91323A-2009,6.63,44.6578947368,11.1030927835,Pba,1,3
13492,80896,156809,91473-C,6.12,39,13.1649484536,Pba,1,3
13495,80900,156800,91473C,6.12,39,13.1649484536,Pba,1,3
13456,84236,159776,91228-D,7.47,49.2631578947,15.7422680412,Pba,1,3
13412,79000,152000,90909D,5.14,30.1842105263,8.11340206186,Scc,1,1
12868,84491,151276,70001/E,15.8,76.1052631579,,uAdc2,1,4
13238,92949,156061,903/007/S/ML/04/1,28.1020408163,101.575757576,40.6194690265,uLDp2,1,3
13239,93696,156859,903/008/S/ML/04/1,12.1326530612,57.6363636364,21.0619469027,wLha2,1,3
13273,89650,140550,90417A,11.4,46.2368421053,15.6391752577,uLdc2,1,3
13493,88314,157630,91473A-2009,8.92,35.4473684211,18.8350515464,uLdc2,1,3
13217,73700,139350,90088U,,60.7105263158,24.0927835052,wLdc2,1,3
13515,84049,145393,956,,,,NC,1,1
13364,76100,134350,90875/A,,54.6578947368,16.7731958763,wLdc2,1,3
12873,80140,150800,70257,,57.5526315789,,wLdx2,1,3
13465,121500,129100,91275C,5.89,57.0263157895,19.5567010309,(x)Scb,3,6
13220,129200,135100,90118B,19,66.3684210526,30.6907216495,Aba(b)1,3,4
13222,129600,135300,90118D,13.2,80.3157894737,22.5463917526,Aba(b)0,3,4
13219,128900,135100,90118A,17.2,59,27.3917525773,Abp(c),3,4
13337,103250,125450,90851A,13.3,62.1578947368,17.9072164948,ADp(c),3,4
13338,103200,125500,90851B,,64.1315789474,16.6701030928,ADp(c),3,4
13221,129500,135100,90118C,13.1,61.8947368421,25.8453608247,Aha0,3,4
13339,110250,124000,90851C,,65.4473684211,17.5979381443,Lba,3,7
13020,120200,134700,8031403683,12.1,,18.8842975207,Lca0,3,7
13380,110600,136200,90885C,13.8,39.9210526316,26.3608247423,Lhp,3,7
13378,110200,136000,90885A,,47.5526315789,21.3092783505,Lca0,3,7
13247,117300,133750,90304E+AMEN,11.1,30.8421052632,41.9278350515,lSca2,3,6
12874,92548,134993,70407,7.8,54.3947368421,,Ldc,3,7
13383,111250,137800,90885H,14.2,37.4210526316,23.7835051546,Lca1,3,7
13464,121600,129200,91275B,,45.7105263158,16.5670103093,nuSbb2,3,6
13018,121300,134200,8031403681,,,15.7438016529,Sdf,3,6
13218,117600,127400,90110A,,59.1315789474,21.9278350515,Ufp,3,5
13246,117900,133600,90304D,11.4,31.3684210526,38.3195876289,Zca,3,6
13463,121600,129300,91275A,4.69,54.2631578947,15.8453608247,Sbp,4,6
13108,139650,81200,81362C,,84.303030303,38.3195876289,Gbbf2,11,26
12948,142100,80675,76712,35.24,,,Aba0,10,24
12946,142000,80500,76312,30.41,,,ADp,10,24
12947,142000,80500,76412,28.91,,,ADp,10,24
13017,149800,94600,8031403680,39.3,,32.9338842975,Gbbf2,10,20
13000,160900,128950,8011100197,29.6,,42.520661157,Aba(b)0,2,4
13075,156300,135400,81204A,15.1,41.7777777778,27.4948453608,Aba(b)0,2,4
13205,156600,136500,90088A,15.5,66.0789473684,25.8144329897,Aba(b)0,2,4
13201,114300,139700,90085R,10.3,47.2894736842,11,Aba(b)1,2,4
13002,162000,131000,8020101120,18,,24.5867768595,Aba(b)0,2,4
12997,161800,129500,8011100194,43.6,,58.8016528926,Aba1,2,4
13307,160000,129000,90791G,16.1,71.6315789474,27.4948453608,Aba1,2,4
13053,152700,132800,81014E,16.5,56.8282828283,27.4948453608,Aba(b)1,2,4
13081,155550,137500,81248A,12.43,45.1717171717,23.8865979381,Aba(b)0,2,4
13439,164000,129300,91126J,20.1,102.947368421,31.1030927835,Aba(b)0,2,4
13184,112600,140200,90033D,16.57,141.315789474,20.4742268041,Aba(b)0,2,4
13388,112500,140050,90885U,,56.3684210526,19.6597938144,Aba(b)0,2,4
13390,112700,141400,90885W,16.1,57.1578947368,26.3608247423,Aba1,2,4
13393,112600,141300,90886E,15.7,54.2631578947,26.1546391753,Aba1,2,4
13387,113800,140650,90885T,10.7,45.4473684211,10.175257732,Aba0,2,4
13003,162150,131650,8020101121,18.9,,24.7520661157,Aba(b)1,2,4
12998,161100,129650,8011100195,,,55.1652892562,Abp(c),2,4
13110,119954,139972,815,,,,Aba1,2,4
13208,151300,137300,90088E,,28.4605263158,10.4845360825,Aba1,2,4
13440,151300,137300,91126M,,64.1315789474,34.6082474227,Aba1,2,4
13115,119847,141599,818,,,,Aba1,2,4
13206,155100,134300,90088B,15.5,66.1052631579,25.8144329897,Aba(b)0,2,4
13112,119335,141749,816,,,,Aba0,2,4
13114,119654,141723,817,,,,Aba0,2,4
13207,151200,136500,90088C,30.86,66.5921052632,58.8350515464,Aba(b)1,2,4
13431,151600,136200,91126A,16.8,97.0263157895,23.6804123711,Aba(b)1,2,4
13116,120261,141483,819,,,,Aba0,2,4
13204,112800,140900,90085X,,53.2105263158,18.8350515464,Aba1,2,4
13462,102779,154469,91274-B,16.9,70.9736842105,27.1855670103,Aba1,2,4
13183,113600,140650,90033C,,143.171052632,20.7731958763,Aba0,2,4
13019,117200,137550,8031403682,,,16.5702479339,Aba0,2,4
13466,124150,143900,91275D,19.5,64.3947368421,28.5257731959,Aba1,2,4
13392,112400,141500,90886C,,52.4210526316,19.5567010309,Aba1,2,4
13391,112300,140900,90886B,11.9,57.1578947368,20.793814433,Aba1,2,4
13451,126900,142400,91210A2009,12.7,55.5789473684,16.3608247423,Aba1,2,4
13447,160400,130500,91149D,21.6,89.2631578947,31.412371134,Aba1,2,4
13448,160200,130400,91149E,17.6,65.4473684211,27.7010309278,Aba1,2,4
13449,160600,130800,91149F,,74,34.1958762887,Aba1,2,4
13004,162200,131650,8020101122,18.9,,27.0661157025,AbB,2,4
13437,164300,129500,91126H,16.8,65.5789473684,27.1855670103,Abp(c),2,4
13438,164200,129400,91126I,,101.894736842,28.8350515464,Abp(c),2,4
13127,110723,146115,822,,,,Aba1,2,4
13072,102200,154000,81188/H,12.3,40.0606060606,22.5463917526,Aba1,2,4
13073,102200,154000,81188/I,10.3,45.4141414141,21.618556701,Aba1,2,4
13210,151800,136100,90088H,10.4,29.6578947368,13.5773195876,AbB,2,4
13005,162550,131300,8020101123,,,26.8181818182,Abp(c),2,4
13052,158100,131900,81014D,12.7,48.4444444444,14.6082474227,Abp1,2,4
13242,123900,140300,90302B,8.8,42.0263157895,10.4845360825,Ada0,2,4
13181,114200,141150,90033A,,141.381578947,22.1443298969,Abp(c),2,4
13182,114150,141000,90033B,18.36,144.263157895,20.1855670103,Abp(c),2,4
13379,110300,137000,90885B,14.9,52.2894736842,20.2783505155,Aca1,2,4
13202,114600,139700,90085S,10.6,50.8421052632,11.824742268,Abp1,2,4
12878,124200,144300,706,19,47.0263157895,35.1212121212,Aca1,2,4
13121,111230,146639,820,,,,Aca1,2,4
13436,164600,129750,91126G,16.7,84.7894736842,23.0618556701,Abp0,2,4
13444,160600,130200,91149A,,92.8157894737,27.9072164948,Abp0,2,4
13445,160600,130200,91149B,,72.0263157895,37.0824742268,Abp0,2,4
13433,163450,131700,91126D,15.6,78.0789473684,23.0618556701,Abp0,2,4
13382,111100,137500,90885F,13.6,39.5263157895,26.3608247423,Aca1,2,4
13385,110850,137500,90885K,8.59,33.3421052632,17.7010309278,Adp,2,4
13386,110900,137550,90885L,,41.2368421053,18.5257731959,Adp,2,4
13240,118745,138281,90302-D,11.7,50.8421052632,13.7835051546,Aca0,2,4
13241,122850,140400,90302A,,58.2105263158,22.2474226804,Ada0,2,4
13124,110837,146614,821,,,,Aca1,2,4
13203,112500,140500,90085U,11.9,56.3684210526,19.6597938144,Aca0,2,4
13467,124300,145450,91275E,12.7,66.8947368421,18.2164948454,Aca1,2,4
13101,94794,152605,813,,,,Ada1,2,4
13381,111000,137300,90885D,13.3,37.6842105263,25.1237113402,Ada1,2,4
13432,163500,131700,91126C,16.2,82.5526315789,22.7525773196,Acp0,2,4
13507,124200,136140,93706,12,43.0789473684,23,ADa1,2,4
13414,91109,148958,90919-I,11.8,82.9473684211,20.793814433,Ada1,2,4
13415,91109,148958,90919-J,11.2,70.5789473684,18.4226804124,Ada1,2,4
13491,108700,157900,91427D2009,13.2,49.7894736842,23.8865979381,Aca1,2,4
13389,112700,140700,90885V,15.7,55.3157894737,28.4226804124,Acp,2,4
13490,108703,157891,91427D-2009,13.2,49.7894736842,23.8865979381,Acp,2,4
13074,91484,151443,812,,,,Ada0,2,4
12999,160900,128800,8011100196,32,,46.3223140496,ADa0,2,4
12890,98200,139200,708,12.6,,20.7024793388,Ada1,2,4
13109,94643,152859,814,,,,Ada1,2,4
13461,103314,155260,91274-A,19,63.6052631579,28.6288659794,Ada1,2,4
13025,123700,136300,80365B,9.5,78.1414141414,17.2886597938,ADa0,2,4
13508,124550,136073,93806,10,40.4473684211,23,ADa0,2,4
13211,91600,147650,90088I,9.97,27.0263157895,9.86597938144,Ada1,2,4
13446,160000,129400,91149C,,89.9210526316,31,Adp(c),2,4
13384,110750,137500,90885J,9.19,34.1315789474,18.8350515464,Adp(c),2,4
13506,122500,138450,93606,13,50.9736842105,28.0505050505,Adp0_1,2,4
13130,110650,146280,823,,,,Adp(c),2,4
13243,123500,136500,90302C,7.2,42.8157894737,7.0824742268,Aha0,2,4
12872,107366,158394,70055/C,17.9,100.578947368,,Eep,2,5
13496,96602,148080,91478-C2009,18.1,84.3947368421,36.3608247423,Edxy,2,5
12869,96503,154877,70001/G,8.83,35.6447368421,,wScx2,2,2
12987,138066,114353,8/012/S/ML/03/1,21,,30.0707070707,Aba0,5,9
13134,133034,107828,825,,,,Aba(b)1,5,9
13137,162000,111100,82610,,59.8421052632,29.01,Aba1,5,9
13057,137400,120100,81064E,18.8,53.898989899,41.1030927835,Aba1,5,9
13043,130400,114200,81013/AE,22.1,68.3434343434,40.175257732,Aba1,5,9
13054,130400,114100,81016/AG,22.1,68.3434343434,40.175257732,Aba1,5,9
13039,139800,118700,80958A,18.1,54.6060606061,24.6082474227,Aba1,5,9
13042,130400,114250,81013/AC,22.1,68.3434343434,40.175257732,AbB,5,9
13311,164400,129200,90820D,20.7,100.184210526,34.4020618557,Acp0,5,9
13435,164300,129250,91126F,,80.4473684211,21.206185567,Aca1,5,9
12972,149800,114180,7906,12.18,52.7236842105,28.3737373737,ADa1,5,9
12993,149800,114180,8006,16.8,53.1710526316,25.3434343434,ADa1,5,9
13055,149800,114180,8106,19,51.9342105263,31.1818181818,ADa1,5,9
13123,149800,114180,8206,14.88,55.6447368421,25.2525252525,ADa1,5,9
13140,149800,114180,8306,11.7,53.4078947368,23,ADa1,5,9
13145,149800,114180,8406,15.1,57.6184210526,28.1212121212,ADa1,5,9
13154,149800,114180,8506,11.57,51.6052631579,24.2424242424,ADa1,5,9
13056,138700,113400,81064A,20.2,52.9898989899,27.8041237113,ADa0,5,9
13044,131700,113400,81013/CG,28.9,51.6767676768,45.2268041237,Ada1,5,9
12988,142806,119171,8/024/S/ML/03/1,13.5918367347,44.8080808081,25.7522123894,Ada0,5,9
13047,131800,115300,81013/IC,21.9,72.8888888889,37.9072164948,ADp(c),5,9
12863,149600,113750,70,21.18,79.1578947368,27.2929292929,AIp,5,9
12900,149600,113750,71,15.88,70.1184210526,31.6868686869,AIp,5,9
12917,149600,113750,72,18.68,75.0921052632,34.6363636364,AIp,5,9
12942,149600,113750,76,14,57.5526315789,28.8282828283,AIp,5,9
12951,149600,113750,77,14.07,58.1842105263,29.1818181818,AIp,5,9
12959,149600,113750,78,15.95,56.2105263158,32.8686868687,AIp,5,9
12877,139700,112900,70462,,48.0404040404,27.0796460177,GbBf0_1_2,5,13
13071,164100,124400,81167A,24.6,99.5555555556,24.0927835052,GDBt0_1_2,5,12
13136,132732,108287,826,,,,pAca2_3,5,9
13245,137000,112200,90304B,11.1,30.9736842105,40.793814433,uAca2_3,5,9
13244,136700,112200,90304A,11.1,30.1842105263,40.0721649485,uAda2_3,5,9
13048,131850,115300,81013/IE,21.9,72.8888888889,37.9072164948,vAFp2,5,9
13049,131900,115300,81013/IG,21.9,72.8888888889,37.9072164948,vAFp2,5,9
13045,131650,113250,81013/GC,,51.6767676768,45.2268041237,wAda2_3,5,9
13046,131650,113350,81013/GE,28.9,51.6767676768,45.2268041237,wAda2_3,5,9
13255,166400,112900,90361/G,13.7,50.4473684211,30.2783505155,Gbap2,8,14
13765,86350,160700,BTA-070-817-08037,11.3,,26.7256637168,(u)-Pdb2_3,1,3
13813,85620,160960,BTA-071113-14396,10.2,,20.1239669421,(a)-Ldc2_3,1,3
13812,86730,160285,BTA-071113-14395,,,28.5537190083,(u)-Ldb2_3,1,3
13782,85010,157385,BTA-070719-04166,10.3,,21.3274336283,Aba,1,4
13739,86490,158185,BTA-070-712-03881,9.84,,22.389380531,(x)Adb,1,4
13847,86560,157900,BTA-080228-03318,,,21.3636363636,(x)Ada,1,4
13747,88659,140354,BTA-070-713-03908,13.8,,19.9115044248,Aba1,1,4
13749,80190,142510,BTA-070-713-03910,16.5,,21.3274336283,Aba1,1,4
13835,76743,142557,BTA-080129-00981,12.1,,20.867768595,Aba1,1,4
13750,80230,142985,BTA-070-713-03911,13.1,,20,Abp(c),1,4
13752,79980,142790,BTA-070-713-03913,15,,22.4778761062,Abp(c),1,4
13779,79931,142773,BTA-070713-03913,15,,22.4778761062,Abp(c),1,4
13781,85320,158145,BTA-070719-04165,9.18,,19.203539823,Ada,1,4
13755,86960,158145,BTA-070-723-04295,9.6,,20.7079646018,Ada,1,4
13811,86590,158005,BTA-071030-13416,,,24.0707964602,Ada,1,4
13783,85350,157490,BTA-070719-04167,12.4,,20.8849557522,Ada,1,4
13784,85255,157550,BTA-070719-04168,,,21.8584070796,Ada,1,4
13746,89332,139567,BTA-070-713-03907,16.2,,22.0353982301,Ada1,1,4
13778,89344,139573,BTA-070713-03907,16.2,,22.0353982301,Ada1,1,4
13836,76912,142677,BTA-080129-00982,16.2,,25.1652892562,Ada1,1,4
13801,76160,154000,BTA-071005--11814,13.3,,23.5398230089,Ada0,1,4
13751,78550,154760,BTA-070-713-03912,28.3,,36.017699115,Eep,1,1
13744,81270,149270,BTA-070-712-03887,,,35.4867256637,Edx(e),1,1
13829,84870,159750,BTA-080125-00904,7.7,,19.8760330579,Lba,1,3
13831,84910,159450,BTA-080125-00906,7.48,,20.2066115702,Lba,1,3
13780,85550,159500,BTA-070719-04163,7.2,,17.6991150442,Lca,1,3
13769,90180,159550,BTA-070-817-08041,11.6,,21.0619469027,Lcp,1,3
13803,83800,157900,BTA-071012-12453,,,15.2212389381,Lda,1,3
13754,86980,157625,BTA-070-719-04164,,,19.203539823,Ldcz,1,3
13844,86960,157620,BTA-080226-03241,10.2,,25.826446281,Ldcz,1,3
13768,87710,160285,BTA-070-817-08040,11.2,,19.9115044248,Lba1,1,3
13814,88464,160128,BTA-080-125-00907,13.4,,24.6694214876,Lba1,1,3
13832,88460,160120,BTA-080125-00907,,,24.6694214876,Lba1,1,3
13833,87775,157950,BTA-080125-00908,8.26,,21.4462809917,Lca0,1,3
13748,89395,140225,BTA-070-713-03909,9.46,,16.814159292,Lba,1,3
13740,80360,151390,BTA-070-712-03882,8.1,,20.1769911504,Ldc0,1,3
13741,80660,151750,BTA-070-712-03883,7.14,,19.3805309735,Ldc0,1,3
13742,80660,151500,BTA-070-712-03884,8.35,,21.2389380531,Ldc0,1,3
13804,79470,152500,BTA-071019-12717,,,24.5132743363,Ldc0,1,3
13805,79200,152440,BTA-071019-12718,8.9,,20,Ldc0,1,3
13770,91350,158590,BTA-070-817-08042,,,80.9734513274,Ldp,1,3
13798,86850,147640,BTA-071-012-12475,32.4,,42.0353982301,Ldc,1,3
13766,86785,159810,BTA-070-817-08038,9.62,,21.1504424779,Ldp,1,3
13820,92700,157000,BTA-080111-0201,36.3,,55.6611570248,lEhp2,1,1
13757,84700,156970,BTA-070-725-04500,9.97,,20.6194690265,Ldc1,1,3
13815,87690,157916,BTA-080-125-00908,8.26,,21.4462809917,Ldc,1,3
13758,84970,157080,BTA-070-725-04501,12,,23.0973451327,Ldc1,1,3
13771,86980,160500,BTA-070-817-08043,12,,21.3274336283,Ldb,1,3
13738,81590,155800,BTA-070-712-03880,15.3,,24.9557522124,Ldb,1,3
13810,81420,156100,BTA-071019-12723,18.2,,30.8849557522,Ldb,1,3
13834,77520,146653,BTA-080125-00909,12.1,,22.1074380165,Lcp(c),1,3
13745,81840,154940,BTA-070-712-03888,11.7,,20.1769911504,Lda0,1,3
13743,85640,150940,BTA-070-712-03885,11.9,,19.8230088496,Lda1,1,3
13776,85600,151000,BTA-070712-03885,11.9,,19.8230088496,Lda1,1,3
13777,85600,151000,BTA-070712-03886,15.2,,22.2123893805,Lda1,1,3
13819,93330,155120,BTA-080111-0200,,,69.6280991736,Ldc0,1,3
13826,85200,159630,BTA-080125-00901,6.88,,20.041322314,Ldp/o,1,3
13830,84860,159220,BTA-080125-00905,,,20.867768595,Ldp/o,1,3
13767,87075,159655,BTA-070-817-08039,10,,22.389380531,Ldc,1,3
13785,85660,158950,BTA-070719-04169,15.1,,26.1946902655,Ldc,1,3
13828,84850,160100,BTA-080125-00903,8.44,,20.7851239669,Pbp,1,3
13808,79060,151280,BTA-071019-12721,9.6,,22.0353982301,Pcc,1,3
13827,85100,159820,BTA-080125-00902,,,22.520661157,Pca,1,3
13800,80790,156690,BTA-071-031-13507,,,21.5044247788,Pba,1,3
